median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,label
116100,4.8516,13,2171,339,951,353,40.75,1
274000,7.1497,21,1932,266,860,286,33.61,0
143400,2.4726,15,6828,1319,3002,1318,39.15,1
87500,0.536,26,102,17,43,13,38.7,1
223200,4.6,28,2829,566,1610,540,37.53,1
225200,4.918,36,1820,313,899,295,33.83,0
126600,1.9375,52,783,184,488,186,37.8,1
242200,5.2037,25,1548,256,811,263,33.9,0
200000,4.7344,18,878,255,384,247,37.94,1
68400,2.5795,17,3461,722,1947,647,41.77,1
133400,2.0304,51,2010,460,1355,433,34.02,0
179800,4.6184,36,1705,299,871,296,33.95,0
82100,2.3937,20,4642,1300,658,247,35.82,0
298600,4.0268,44,1686,285,712,298,32.74,0
247600,3.111,5,6955,2062,3591,1566,33.95,0
231100,5.9617,26,2714,390,1232,409,37.97,1
289500,4.8953,21,4117,752,2001,763,36.98,1
119300,3.1607,20,1066,219,536,173,32.92,0
188600,3.9808,35,1439,261,804,271,34.07,0
111300,2.3152,16,3964,824,2622,766,37.59,1
95500,0.9227,11,1961,435,113,53,38.9,1
200000,3.0687,37,350,115,342,111,34.17,0
183700,2.5893,27,6336,1628,4673,1505,33.92,0
70100,2.4107,21,2010,360,947,306,41.69,1
186300,3.6442,43,1220,222,729,230,34.22,0
500001,5.6235,51,2564,457,810,442,37.76,1
192600,4.4958,19,2531,461,1206,429,38.92,1
152100,1.9668,30,2831,862,3649,883,33.93,0
199000,3.0139,11,4091,864,1927,765,33.15,0
99800,4.0227,26,1708,299,911,290,38.72,1
58600,2.234,19,3599,695,1572,601,41.86,1
209600,3.6875,15,3712,1005,1888,890,34.15,0
121400,4.75,21,336,68,206,73,37.93,1
227500,5.4876,35,2114,341,1077,343,33.8,0
55900,1.3462,33,1077,271,753,236,38.63,1
173200,1.9495,26,2574,807,3163,802,34.08,0
269700,4.3187,32,1660,366,928,398,33.91,0
378300,8.4284,8,3372,430,1536,448,32.99,0
165600,2.3,37,1184,290,1320,276,33.98,0
242900,3.7716,20,6678,1797,3625,1599,33.79,0
236100,2.8042,19,2086,575,1701,530,34.41,1
308300,6.8482,34,3268,538,1463,519,34.17,0
234400,5.3735,36,2000,343,956,352,33.83,0
260800,2.65,28,1313,319,827,308,33.88,0
207100,3.125,19,1554,393,1427,370,34.07,0
56100,1.175,52,1185,260,635,239,36.76,1
89900,3.5039,29,1735,323,805,293,36.22,0
87700,2.8447,16,2722,511,1366,495,40.2,1
138800,2.0433,34,572,154,752,182,34.08,0
81100,2.0657,35,2987,578,1581,585,40.88,1
252600,3.1927,21,5108,1510,3288,1405,37.66,1
142900,4.9222,7,11768,1893,6657,1874,38.25,1
34200,1.0667,31,602,153,112,47,41.5,1
339400,5.3683,34,1693,281,846,291,37.56,1
141700,1.4189,43,798,308,1417,325,34.04,0
372200,2.6458,16,2930,1038,1648,980,34.1,0
149300,3.1129,42,2106,533,1141,445,38.32,1
189000,3.9722,34,2610,466,1543,433,34.16,0
152300,3.0021,19,6190,1355,2242,1043,33.72,0
321900,5.7415,17,2791,579,1467,583,33.87,0
500001,12.9591,49,2850,379,1113,380,34.11,0
218500,5.0016,19,9503,1769,6370,1718,34.19,0
196200,4.6349,31,1949,344,986,322,37.54,1
121900,4.3029,16,1748,322,4930,287,38.42,1
500001,5.6582,34,1651,273,650,271,32.95,0
100600,1.55,46,1521,352,1100,334,33.97,0
137500,2.8882,10,2387,481,863,304,33.68,0
92500,2.0658,34,576,117,363,97,36.56,1
349100,7.9068,17,17715,2370,7665,2312,34.15,0
500001,6.8374,27,1269,186,464,182,37.37,1
276400,5.6604,22,2845,500,1456,454,34.43,1
238600,4.4286,35,491,98,274,97,37.67,1
500001,10.0968,20,1005,138,345,129,37.01,1
68300,1.1806,24,1451,387,1178,330,34.09,0
53400,2.19,35,1607,383,1407,382,36.75,1
353100,4.4464,34,2180,424,906,429,34.17,0
209500,3.4471,31,1534,292,716,288,38.44,1
174800,4.9464,14,1259,238,889,247,32.91,0
344000,7.5078,24,6145,868,2710,875,34.3,0
238900,5.4496,17,20354,3493,8768,3293,37.68,1
296400,4.9957,22,6433,1174,2703,1125,33.75,0
391300,9.6023,21,3787,492,1246,457,32.79,0
311400,3.5154,19,3811,1227,1930,1153,37.35,1
267200,5.6015,33,4518,716,2037,764,34.08,0
179600,3.7014,32,1408,307,1331,284,33.82,0
152800,2.2391,43,1683,520,2190,494,33.95,0
218500,3.9667,25,4458,922,2998,890,37.53,1
161700,3.6006,34,2138,490,1682,463,33.86,0
173900,3.1049,19,7399,1698,3554,1593,33.78,0
150600,3.2891,27,3794,772,1756,724,38.05,1
99200,4.0972,32,1000,188,663,212,38.01,1
74000,3.3438,29,1387,236,671,239,33.63,0
252800,5.5701,34,1513,231,545,211,37.76,1
176500,4.1172,37,1987,399,1279,378,34.07,0
147900,2.6576,23,2819,612,1644,546,38.44,1
225600,4.4087,3,2456,582,793,456,37.7,1
126600,4.0144,5,4505,834,1917,775,36.34,0
85700,2.3917,15,2490,527,1229,497,39.52,1
57900,1.9125,39,598,149,366,132,35.35,0
91600,3.0179,7,2456,463,1350,424,36.71,1
446600,5.9277,38,2835,447,1148,446,37.44,1
88300,2.1563,36,1432,269,836,237,36.69,1
407000,6.4504,35,2396,472,1054,457,34.11,0
108900,2.125,37,1196,364,1622,327,33.98,0
500001,8.7819,20,1901,270,704,254,33.96,0
500001,6.6661,32,4164,701,1277,607,32.71,0
94900,2.6932,30,1975,375,732,326,37.68,1
187200,4.875,19,1747,291,848,290,32.8,0
238300,6.0175,15,2869,405,1526,402,32.96,0
350000,2.9934,35,2914,934,1334,870,34.02,0
294400,5.2648,12,2165,437,792,386,32.94,0
140100,4.412,8,3157,559,1758,569,38.35,1
157300,3.3869,40,1547,434,1930,427,33.99,0
230000,4.4766,24,2308,464,1101,407,33.71,0
150000,3.7622,16,2998,603,1606,615,37.4,1
421300,4.0652,52,2275,412,1166,424,37.78,1
180300,3.9423,39,2854,613,1338,518,37.15,1
155200,3.2639,31,1171,306,1690,301,33.73,0
87500,2.6607,52,2511,895,1202,804,37.79,1
154600,3.0187,16,6338,1768,4718,1632,34.23,0
197700,3.7655,26,4013,985,2442,922,33.82,0
324300,4.1083,41,1562,377,874,368,34.0,0
90600,1.8485,48,542,150,571,114,34.02,0
221000,5.9024,21,4056,637,1974,634,34.28,0
291000,5.752,35,1604,280,802,280,33.95,0
252600,3.4375,34,1461,299,739,276,37.34,1
247600,4.2917,52,1114,169,486,176,34.0,0
138100,4.4659,32,1969,397,1349,370,33.89,0
500001,7.0059,39,2686,417,1094,402,34.22,0
463800,5.2888,32,3202,537,1316,538,34.44,1
335900,4.0598,44,1122,287,531,256,33.99,0
241400,4.0775,28,2108,534,1485,536,33.91,0
114300,2.9219,17,2434,511,1558,546,37.67,1
102700,3.3269,22,2211,477,773,288,37.09,0
87500,2.9271,32,320,73,222,78,36.99,1
270700,3.625,52,1819,464,1068,424,33.84,0
176800,2.5964,29,1179,313,1255,308,34.07,0
70600,1.3571,36,2991,822,2378,751,34.12,0
121500,4.2059,24,2877,507,1141,474,34.05,0
220500,3.2792,32,4071,888,1900,874,34.27,0
500001,7.8347,45,2966,415,1231,409,34.12,0
111400,1.5294,39,1340,409,1463,367,33.96,0
161800,2.8,42,1380,331,1290,288,33.96,0
122400,3.9024,13,3853,761,1685,669,34.03,0
420800,6.994,27,5470,755,1916,764,37.99,1
254200,3.7816,21,8850,2139,4717,1979,34.26,0
101800,3.1389,23,2415,653,1275,596,32.75,0
84200,1.4583,15,869,217,887,216,32.7,0
86400,4.0375,29,2321,367,1173,360,32.78,0
237500,3.125,39,854,242,389,228,37.81,1
312500,1.375,52,1176,493,1136,436,37.77,1
320400,7.5695,16,3421,427,1341,428,37.93,1
88200,2.1734,34,661,146,742,143,33.91,0
349200,6.1632,32,2639,415,1013,408,37.92,1
57400,1.5489,13,1808,411,735,320,34.15,0
144600,4.3571,16,87,20,32,21,33.03,0
62100,1.0398,25,1678,367,971,307,38.64,1
59900,2.1845,34,1656,328,1110,332,37.23,1
91500,2.4537,35,1582,391,1957,404,33.89,0
246400,5.2375,6,678,104,318,91,38.0,1
174900,3.9732,35,2129,382,1044,350,32.8,0
191100,2.1991,44,308,87,301,100,33.87,0
500001,4.9757,35,2700,422,1995,383,34.47,1
398600,6.155,52,3665,517,1470,520,37.82,1
256600,4.2096,37,1898,359,973,340,38.54,1
184400,2.5352,32,2643,737,2784,711,33.98,0
112500,3.4886,13,7559,1444,3189,1105,33.85,0
127800,2.3594,43,2336,644,1203,614,32.76,0
148700,4.526,19,1317,189,517,187,36.79,1
127900,2.8024,16,2987,874,4241,841,37.33,1
186000,4.8214,35,1867,343,1213,338,37.54,1
167400,3.1771,5,3584,760,1097,470,33.72,0
42500,2.2083,23,1175,468,355,151,34.21,0
111000,2.4821,37,1843,366,1207,351,33.88,0
260700,6.223,10,3301,593,2190,575,37.27,1
72800,3.0,25,875,156,646,166,36.8,1
277000,3.1563,17,1981,371,773,325,39.34,1
100000,1.55,36,948,303,1042,301,33.79,0
474000,7.8013,19,5255,762,1773,725,32.82,0
110200,4.0694,16,1605,282,866,284,37.36,1
454300,10.1299,25,1788,203,676,217,33.84,0
91800,4.1518,13,2566,449,1181,414,35.73,0
179800,3.9417,33,2670,435,1256,431,32.8,0
87500,4.0583,17,301,94,122,47,38.13,1
116100,2.5,10,1566,325,785,291,38.12,1
128000,3.2024,40,2434,477,1646,453,33.93,0
77900,2.0064,52,1741,401,753,377,39.73,1
123100,3.7611,12,4485,805,2445,832,37.6,1
79700,2.4012,18,8606,1678,5303,1644,37.37,1
112100,2.4375,30,2345,496,1897,454,34.09,0
286400,2.5263,52,2584,599,790,444,36.62,1
214900,2.67,30,2948,827,1635,750,34.26,0
234100,5.5599,26,3711,610,1902,597,33.73,0
54400,1.1141,39,1023,243,550,224,37.97,1
220100,2.9312,25,2070,513,1078,460,33.79,0
171900,4.125,5,906,187,1453,158,33.93,0
257600,5.0234,37,2489,454,1215,431,34.25,0
205100,5.4409,4,5623,780,2429,716,37.99,1
111700,3.2833,38,1340,298,766,241,37.95,1
191100,3.9963,4,21988,4055,8824,3252,33.49,0
22500,1.0918,52,845,451,1230,375,32.71,0
214700,3.1892,25,1526,388,1304,378,34.06,0
445900,4.6065,22,2781,523,1291,516,37.23,1
280800,5.521,23,4883,769,2119,725,34.25,0
325900,7.0548,34,3038,490,1140,496,37.84,1
316700,6.3955,25,4229,601,1634,574,32.85,0
116700,1.815,52,408,143,313,143,32.73,0
139700,3.1382,14,2731,578,1109,551,37.31,1
125000,1.7301,5,2706,925,3148,855,32.56,0
160400,5.2849,16,2103,348,1305,356,34.02,0
118800,2.0673,27,1426,364,792,353,32.76,0
22500,2.675,33,296,73,216,63,37.93,1
66700,2.2141,25,2888,654,2940,660,33.67,0
162500,5.0099,24,2020,307,855,283,34.89,1
126600,2.0915,47,1525,359,982,333,33.99,0
104600,2.0817,35,2420,579,2010,540,33.9,0
170500,4.8125,48,2009,335,919,297,33.99,0
161400,1.6875,52,1211,447,1102,392,36.91,1
327300,3.7167,52,1482,336,768,300,34.06,0
311600,6.5538,7,4524,735,2298,717,34.52,0
192100,3.6308,21,5459,1086,3394,1087,34.0,0
195900,6.8645,17,2273,298,700,263,36.83,1
93600,3.4827,11,7035,1455,3525,1387,35.32,0
441700,3.4605,52,2632,542,1364,544,37.78,1
238700,2.9148,15,5036,1299,3164,1175,34.16,0
250800,6.7079,17,3173,501,1555,520,33.64,0
201000,4.2386,25,4436,758,1997,738,32.81,0
364200,4.072,24,2424,501,1367,507,37.38,1
212200,5.9378,15,1613,203,673,213,37.35,1
203000,4.9844,29,2671,437,1484,445,34.11,0
152500,2.9107,28,441,106,504,108,34.07,0
227700,5.0462,34,1943,320,895,305,34.21,0
394100,4.7386,21,1062,179,631,185,37.16,1
227300,4.3081,20,4228,1006,2334,1007,37.3,1
75500,2.1528,31,887,217,614,199,37.66,1
200600,3.4,23,1215,225,592,224,32.77,0
430800,3.5114,52,1244,304,444,282,34.08,0
54400,2.5833,28,1325,276,873,240,36.32,1
98800,1.6437,24,1555,406,1665,361,33.92,0
93600,2.375,35,1079,247,1055,243,33.9,0
171300,5.1538,23,1553,216,778,229,32.61,0
212000,2.8676,46,1777,446,805,431,37.87,1
79700,3.0,36,1650,313,660,298,36.78,1
413000,6.7042,18,4493,760,1784,725,37.53,1
225400,5.7338,5,3761,580,2335,648,34.0,0
159000,2.4049,31,3388,1059,3558,957,33.97,0
235600,3.9722,36,1252,209,558,214,33.81,0
190500,3.1801,29,2470,560,1589,513,33.79,0
262100,4.7097,12,2472,408,1048,380,34.56,0
292700,5.2601,13,2020,535,959,486,37.78,1
180800,3.0703,34,1766,410,974,404,33.91,0
138200,6.3215,4,786,116,368,109,37.33,1
223000,3.4091,41,2053,435,873,415,37.9,1
318100,3.3482,41,1240,320,711,304,34.03,0
222500,3.8,41,2048,439,1191,429,33.91,0
353400,4.7308,35,1207,207,601,213,33.83,0
249400,5.259,13,4491,689,1657,667,38.64,1
127200,2.066,9,1944,488,1992,453,33.21,0
126100,2.996,22,3080,610,1045,425,38.93,1
133300,2.3,16,1174,242,464,261,38.14,1
500001,6.3013,49,3783,579,1601,539,34.12,0
218600,6.0289,23,3455,479,1375,474,37.98,1
138800,2.5185,36,1191,345,1193,295,33.93,0
225000,2.8727,33,2461,649,1234,601,36.6,1
300000,1.925,43,3056,1345,3920,1304,34.08,0
105200,3.6429,28,1601,308,848,305,38.69,1
155400,3.0833,27,1221,254,606,259,32.76,0
120900,4.2045,16,2703,415,1106,372,36.52,0
142700,3.5959,9,4838,920,2460,923,37.77,1
326000,6.5382,24,3596,494,1573,492,32.86,0
150900,3.4359,21,1718,308,1194,312,33.23,0
338900,2.944,52,2363,604,1558,573,37.88,1
221500,5.0772,17,3912,737,2693,746,37.27,1
88700,2.83,22,2737,512,1168,442,41.12,1
162000,5.5875,3,5542,828,2506,806,34.07,0
286700,3.8081,25,4966,1134,1941,958,34.17,0
127900,1.9028,51,1590,414,949,392,37.8,1
220900,4.1161,34,2800,577,1353,512,37.04,1
147100,4.0703,10,2271,398,986,358,36.32,0
112500,2.2259,24,1939,652,1808,625,37.31,1
139900,3.5096,31,4033,715,2585,715,32.61,0
217500,2.4191,3,1167,306,422,186,37.99,1
193100,2.6104,37,3633,1085,1838,980,37.82,1
111700,1.2347,41,1807,493,1731,471,34.0,0
391000,5.6683,23,7283,1342,3399,1298,37.56,1
295400,3.5426,26,6017,1244,2673,1135,33.66,0
321200,3.6587,45,1865,360,973,349,34.16,0
43900,1.4338,26,1134,280,329,158,32.74,0
154300,3.5,32,1295,280,1156,300,37.6,1
191400,3.8343,38,1794,349,810,335,37.94,1
102400,2.4338,49,2272,498,1621,483,37.77,1
164800,3.9792,34,2815,479,1075,471,38.54,1
148800,2.3029,45,2612,664,3117,584,34.18,0
133400,4.2647,26,3364,570,1806,566,38.0,1
219800,3.9243,34,5002,917,2597,893,34.0,0
500001,5.1457,35,1503,263,576,216,34.14,0
284100,3.4125,30,1634,373,771,364,33.65,0
162900,3.6354,17,3403,661,1540,622,38.99,1
353400,4.835,28,2864,495,1364,482,34.44,1
162500,2.4297,51,1005,314,1227,306,34.05,0
217700,3.0187,24,2642,696,1649,633,34.21,0
112000,3.0,13,2230,443,920,361,37.49,1
211300,5.1321,23,4247,835,2357,823,37.55,1
287500,3.238,40,2352,598,1133,563,34.05,0
73100,3.0536,36,1672,302,969,337,38.54,1
269100,5.2533,22,6114,1211,2983,1163,37.27,1
70600,3.1625,23,2344,407,1184,406,36.06,0
212800,3.4676,21,5661,1369,3188,1308,34.18,0
52600,1.6435,25,2581,528,1642,509,36.72,1
68300,2.1581,33,376,83,267,88,33.93,0
172600,3.7617,23,2246,437,1035,386,38.47,1
54300,1.365,40,1603,374,1026,337,35.37,0
282400,4.9464,41,1743,349,811,349,37.54,1
121300,4.2917,13,1473,265,597,228,38.44,1
67500,3.5282,31,1494,289,959,284,32.83,0
238000,5.0962,17,6488,1102,3199,1070,34.28,0
258100,4.5556,17,12509,2460,2737,1423,33.71,0
207700,3.9464,20,1483,249,660,194,34.05,0
150000,2.7321,28,1049,235,705,208,36.85,1
274100,5.7409,19,3575,525,1654,559,33.19,0
210900,3.4531,23,5465,1494,2511,1359,34.14,0
88600,4.3816,35,2316,387,849,378,36.32,0
95500,3.0556,18,2102,377,1059,384,40.4,1
288200,7.0592,16,3182,429,1663,428,33.87,0
390100,8.0922,15,4037,586,1596,557,36.52,1
138100,3.3906,33,2432,443,1147,427,32.78,0
231400,5.1416,24,2027,358,1405,341,33.75,0
163300,5.253,5,9179,1361,4573,1294,33.96,0
299600,7.0352,24,1723,223,707,219,33.9,0
55900,1.7829,47,2149,456,965,419,39.8,1
125900,2.5417,50,1533,288,532,257,38.56,1
390600,6.112,29,3025,477,1035,452,37.86,1
221000,5.5102,7,12480,1946,5102,1697,33.0,0
71100,3.5735,30,1602,322,1130,335,32.82,0
75100,3.3281,32,2463,468,1261,486,36.79,1
235700,2.3542,39,614,174,538,159,34.0,0
306400,6.5841,14,1956,282,671,269,33.93,0
337900,8.0409,8,2649,340,1238,354,33.59,0
166800,3.767,35,1399,274,695,281,32.77,0
336100,4.4094,52,3260,653,1594,632,37.76,1
156800,2.6579,32,1252,273,1337,263,34.05,0
165500,4.6389,17,1145,209,499,202,33.94,0
331000,5.2818,35,2012,346,818,352,37.96,1
54200,0.9782,41,1633,433,885,413,37.98,1
145500,4.2329,5,10264,1821,5871,1790,34.56,0
500001,15.0001,52,3000,374,1143,375,34.04,0
74600,2.735,26,4629,832,2902,816,38.49,1
196000,4.0156,28,3857,857,2328,830,33.84,0
100300,3.4327,35,2118,374,1108,360,34.69,0
500001,7.9184,19,3487,686,2782,584,34.05,0
165200,3.5857,4,4075,927,2239,849,38.0,1
208700,4.0735,35,1068,190,514,174,33.82,0
255400,4.4453,42,2001,402,942,375,37.34,1
68500,2.1217,38,1695,352,1279,305,33.73,0
123200,1.9385,28,1926,556,1717,535,36.67,1
141400,3.4872,18,5928,1097,2697,1096,38.69,1
252400,4.4821,42,2993,512,1594,546,37.69,1
131700,3.5987,19,1733,303,911,281,36.57,1
275000,4.3,20,2502,454,981,399,36.98,1
500001,4.2414,49,2176,441,1040,448,37.78,1
145300,2.5847,17,2813,565,1345,488,33.78,0
147600,3.6312,7,2125,508,1358,464,37.76,1
394000,6.5372,52,1849,287,695,258,37.75,1
180400,2.1378,39,2953,878,1379,785,33.77,0
177500,3.7102,22,2044,402,1925,429,37.31,1
332500,5.9714,35,2355,384,1248,378,37.31,1
190900,4.175,36,1544,308,891,286,34.2,0
187300,3.0897,24,7879,1655,3898,1534,32.75,0
324400,3.1534,19,2232,448,1149,417,33.86,0
162500,2.8192,29,5650,1084,3985,1056,33.68,0
96900,1.1468,39,2078,561,1901,504,33.94,0
128900,2.5677,16,6009,1599,5110,1389,34.07,0
281700,4.7708,19,1733,354,959,348,37.7,1
54700,1.8403,47,1691,402,913,358,35.42,0
255300,7.226,12,1550,187,685,188,38.35,1
275000,2.5444,30,4145,869,3668,855,37.79,1
334300,3.2083,46,1115,248,543,248,37.39,1
126100,2.4623,17,1619,292,705,285,39.74,1
254200,5.4886,6,6719,1016,2699,997,38.54,1
500001,12.7823,38,3830,518,1292,516,34.13,0
239700,4.7431,35,2297,497,1428,497,37.39,1
187500,4.7464,28,1386,272,901,294,33.76,0
500001,10.156,26,3194,454,1032,406,33.02,0
283300,3.625,20,2126,643,1112,597,37.57,1
82900,2.5417,45,1598,314,771,319,34.14,0
275000,4.9135,52,1028,129,317,143,37.73,1
208400,4.023,14,5315,1037,2228,950,38.42,1
126100,3.3625,13,4545,952,2188,901,37.99,1
500001,3.7887,52,3429,773,1584,696,37.78,1
122500,2.5284,11,567,184,620,163,33.12,0
225000,3.05,20,156,39,171,37,36.02,1
271500,5.6392,18,6154,1070,3010,1034,34.26,0
167200,2.8818,50,2388,494,1241,459,34.1,0
168900,3.7159,20,2705,545,1198,497,32.8,0
119400,3.4485,38,929,166,686,183,33.88,0
127400,3.875,27,836,132,303,133,38.14,1
185300,3.6852,52,1512,321,651,321,32.74,0
132300,2.3068,12,2914,734,2104,703,32.72,0
239900,4.8836,16,3490,545,1628,535,33.06,0
68000,3.755,15,1743,310,1011,325,36.81,1
471400,5.2333,34,959,230,384,197,33.6,0
145600,2.0764,40,2631,698,2920,677,34.03,0
108600,2.7863,19,2636,523,1184,465,39.79,1
76100,1.9417,32,1430,419,434,187,40.28,1
301700,6.3911,29,4239,653,1890,631,34.28,0
132500,2.4213,12,1086,294,870,290,32.58,0
53300,1.7572,18,1855,424,1839,392,35.89,0
130400,3.3958,37,2576,468,1284,428,34.08,0
133900,3.5529,27,3184,588,1763,571,32.73,0
293200,3.9699,24,5114,1357,3169,1268,37.54,1
161800,3.371,17,3341,803,3381,825,33.76,0
162500,3.0,5,358,65,169,59,39.13,1
252100,4.1042,36,2276,429,1001,419,34.27,0
262400,4.9318,20,2018,328,1196,323,37.34,1
217200,2.9219,37,2125,489,912,462,37.9,1
294400,3.9866,36,1978,337,834,311,34.2,0
121700,2.1875,19,1872,489,1859,446,33.21,0
244500,5.373,36,2274,411,1232,423,33.89,0
103000,3.2589,18,2791,492,1187,438,38.32,1
205100,5.6047,34,988,173,759,184,33.81,0
331500,6.3617,20,922,155,361,135,37.1,1
300600,5.6399,14,4236,701,1833,663,37.66,1
165800,3.0625,33,2464,627,2932,568,34.05,0
53500,1.625,18,1706,397,3424,283,33.54,0
59300,1.725,44,819,184,677,183,37.95,1
78800,1.6667,13,2522,719,1381,628,40.91,1
500001,6.48,44,2146,394,851,355,34.03,0
142800,2.0885,36,2672,675,2883,674,34.05,0
53500,1.8571,39,2467,529,1433,502,39.91,1
94300,3.8047,35,667,140,406,133,37.75,1
196900,6.0749,39,1823,286,763,270,37.76,1
133200,4.4034,5,6190,993,3615,963,34.09,0
63300,1.8792,41,1404,313,765,330,38.61,1
224600,4.0911,43,1261,317,836,333,37.38,1
278600,3.5694,41,3320,713,1236,659,34.16,0
123600,2.4821,26,1221,331,620,296,32.76,0
229300,3.1211,36,3514,818,2277,828,34.1,0
244900,4.4375,37,1434,262,786,256,33.94,0
134600,3.3611,24,1752,407,910,427,33.74,0
54000,1.9511,11,2596,619,1765,539,36.85,1
161700,3.0714,16,1426,287,525,260,38.47,1
218400,3.0795,36,1083,218,557,210,33.88,0
66000,2.6098,23,3180,547,1829,498,36.18,0
98200,2.9048,32,1650,313,802,284,38.9,1
190700,4.2926,32,3055,623,1902,565,34.05,0
500001,15.0001,37,407,67,100,47,34.1,0
196300,3.6111,15,1450,266,747,290,32.91,0
315200,7.1053,15,476,67,213,73,38.36,1
158900,3.6492,8,3694,997,1297,807,32.76,0
158900,3.8864,33,1493,331,1571,354,34.04,0
128600,5.2185,16,3474,633,853,315,34.24,0
93200,1.4917,35,1562,403,1587,406,33.93,0
97600,4.4435,35,1517,257,658,245,34.14,0
93800,1.875,16,2276,594,1184,513,32.8,0
236100,1.9653,41,2666,751,940,507,35.13,1
112500,2.1845,39,701,130,271,89,39.3,1
95200,3.4408,32,1878,340,937,353,40.59,1
321600,3.2946,52,1731,502,849,466,34.09,0
128100,3.7045,6,1772,332,1011,331,37.48,1
151100,3.7917,35,1792,317,1441,306,34.05,0
71300,2.6094,34,1006,213,443,158,40.45,1
114000,4.1447,11,2838,498,1701,504,38.55,1
178000,4.2206,40,1410,255,932,273,33.98,0
149100,1.8472,38,3063,796,2153,721,33.98,0
267000,7.3861,16,1489,262,945,263,37.41,1
303300,4.1852,44,1138,228,497,228,33.96,0
174200,5.5676,16,3787,515,1606,507,37.99,1
224100,3.1484,52,2376,559,939,519,37.83,1
121200,2.6696,19,2010,433,910,390,37.98,1
275000,7.2025,9,2435,396,1194,385,33.67,0
159800,3.7833,17,1890,342,877,312,39.07,1
132600,2.8643,42,1762,398,1526,365,34.13,0
183300,2.881,47,1058,295,1097,274,33.97,0
328600,1.8365,43,906,240,458,205,32.79,0
206300,2.2311,52,786,270,756,273,34.1,0
120000,3.7175,17,5160,851,2344,781,33.73,0
342900,3.3917,25,830,228,368,174,37.38,1
219500,5.32,16,4021,701,1488,650,33.8,0
314900,3.9187,25,5775,1225,3580,1138,37.31,1
413100,6.8742,25,4921,866,1913,834,37.88,1
222700,2.0875,13,3801,1116,1986,1078,34.19,0
217800,6.0398,19,1285,195,650,193,34.44,0
109400,4.0417,43,1534,300,826,295,37.74,1
285700,3.3889,32,6699,1781,2725,1544,33.97,0
241500,6.3721,12,5949,799,2936,781,32.96,0
500001,10.7339,35,1774,205,588,207,37.57,1
268800,3.0625,14,3155,653,951,575,33.66,0
253300,5.0267,5,4413,804,2003,725,35.24,1
351200,8.401,26,1589,223,542,211,37.83,1
87500,3.0921,14,2284,622,342,137,37.64,0
175000,2.4387,34,2283,809,3032,832,33.98,0
280200,5.0294,27,2674,419,1176,416,34.44,1
384400,5.5922,35,2183,363,988,351,34.45,1
81800,1.3286,17,2009,469,820,381,33.9,0
254200,6.2892,22,3805,596,2118,621,37.43,1
290800,2.8841,46,2149,451,905,443,34.05,0
98000,3.6354,7,4497,831,2248,713,33.66,0
284600,3.725,35,1701,482,1428,494,33.99,0
195300,3.994,29,2003,401,1520,364,34.08,0
271400,5.8904,24,4337,670,1936,652,37.23,1
257600,4.3897,29,4039,680,1677,644,34.21,0
45000,1.0,52,377,97,530,96,36.75,1
412300,7.4863,23,4221,671,1782,641,37.33,1
98100,2.2765,30,2787,713,2647,693,34.07,0
471300,5.2416,37,2038,379,837,381,33.62,0
328900,3.8819,19,5944,1345,2372,1250,34.17,0
184400,3.7933,25,2431,534,1702,523,33.93,0
98700,2.5909,43,2028,479,1074,394,33.99,0
216200,4.0815,36,1979,339,952,339,33.85,0
131900,3.2846,19,12467,2508,4086,1761,33.73,0
111500,1.9833,23,1618,395,425,244,39.04,1
286500,5.2203,18,1575,230,751,219,36.81,1
284900,4.2813,52,3360,648,1232,621,37.88,1
208000,3.2464,26,1704,315,918,310,35.26,1
248700,5.2,10,3611,803,1599,716,37.26,1
136000,2.6779,26,2723,604,1847,498,34.1,0
486900,4.25,52,2203,437,899,384,34.07,0
170800,2.5509,32,1855,527,2568,504,33.83,0
451300,5.6038,34,4453,682,1805,672,37.48,1
348200,5.6426,35,1248,206,551,185,33.85,0
500001,7.9835,27,1613,200,497,197,34.09,0
153300,3.3438,25,3696,953,2827,860,33.84,0
277600,5.93,16,2306,393,1368,387,33.87,0
